index	return	risk	AAPL	SPY	TSLA	QQQ	MSFT	NVDA
49	0.02205031139511906	0.05741710507576239	0.2175511378772659	0.16051360197739642	0.0	0.20707291183690738	0.0	0.4148623483084304
50	0.022203412915683698	0.057989469958713055	0.21500751780221092	0.15420882168296257	6.938893903907228e-18	0.20525011198970516	0.0	0.4255335485251213
51	0.022356514436248337	0.058568345106592486	0.21241190775925667	0.14793687130242625	8.673617379884035e-18	0.20344573342291297	0.0	0.4362054875154041
52	0.022509615956812973	0.05915585626253781	0.20942623841060748	0.14192073919062395	1.3877787807814457e-17	0.201766481853554	8.673617379884035e-19	0.44688654054521454
53	0.022662717477377615	0.059747897591554334	0.2064298112517569	0.13573867462310685	0.0007686912158960529	0.19995307044182017	0.0	0.45710975246741997
54	0.02281581899794225	0.06034527070751857	0.20322454092688336	0.1295487853612118	0.0022002736846365722	0.19808195013262841	0.0	0.4669444498946399
55	0.02296892051850689	0.06094771971497978	0.20000919458195643	0.1233708480446859	0.00361392800289502	0.1962154704418461	6.071532165918825e-18	0.47679055892861655
56	0.02312202203907153	0.061555103577816836	0.19678361914822992	0.11720405383028282	0.005013958013259226	0.19435282921046704	6.938893903907228e-18	0.48664553979776104
57	0.023275123559636166	0.06216726814896611	0.1935502225098202	0.11104634330932768	0.0064027012643363135	0.1924927720309411	0.0	0.4965079608855748
58	0.023428225080200805	0.06278403482917057	0.1903147908590695	0.10489368719558571	0.0077810783618137425	0.19063331486844015	4.336808689942018e-19	0.506377128715091
59	0.023581326600765444	0.06340518719669462	0.187087443848195	0.09873926391224146	0.009148835418343396	0.1887715916958099	8.673617379884035e-19	0.5162528651254102
60	0.02373442812133008	0.0640304643083706	0.18388272957843185	0.09257315196185922	0.010504792766292237	0.18690403244550954	2.6020852139652106e-18	0.5261352932479073
61	0.023887529641894722	0.06465957559261379	0.18071720943061248	0.08638358018614628	0.011847422172219277	0.18502732252402004	4.336808689942018e-18	0.536024465687002
62	0.02404063116245936	0.06454978903959839	0.2889554882163782	0.0	0.013863435753791176	0.1568935122019927	6.938893903907228e-18	0.540287563827838
63	0.024193732683023998	0.06519419612269178	0.2761675546587796	0.0	0.015274536261696373	0.1582368937704997	0.0	0.5503210153090243
64	0.024346834203588637	0.06585122095337075	0.264216642106732	6.938893903907228e-18	0.016317650500534332	0.1587363882555261	1.9244588561617704e-18	0.5607293191372076
65	0.024499935724153273	0.0665213695684221	0.2523678434206264	1.3877787807814457e-17	0.01736221490013876	0.15911029088879233	0.0	0.5711596507904425
66	0.024653037244717912	0.06720443159411904	0.24055027574847287	0.0	0.01835417852506917	0.15947169642977077	0.0	0.5816238492966872
67	0.02480613876528255	0.06789997901668929	0.22871191354757797	0.0	0.019463473799218946	0.15980120614154397	0.0	0.5920234065116592
68	0.024959240285847187	0.06860723587025974	0.2169478840047387	0.0	0.0205917087728589	0.1600305528810749	0.0	0.6024298543413276
69	0.025112341806411826	0.06932573271245479	0.20525142999623885	0.0	0.02173737759168119	0.16016873589681105	1.6805133673525319e-18	0.6128424565152689
70	0.025265443326976465	0.06964211368511108	0.31091986770170255	0.0	0.03613548496336505	0.01029362523330174	0.0	0.6426510221016307
